# BUSCO version is: 5.2.2 
# The lineage dataset is: alveolata_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 171)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
450at33630	Missing
689at33630	Missing
747at33630	Missing
1227at33630	Missing
1505at33630	Missing
1636at33630	Missing
2347at33630	Missing
2413at33630	Missing
2595at33630	Missing
2617at33630	Missing
2846at33630	Missing
2868at33630	Missing
3059at33630	Missing
3118at33630	Missing
3134at33630	Missing
3330at33630	Missing
3596at33630	Missing
3973at33630	Missing
4205at33630	Missing
4220at33630	Missing
4290at33630	Missing
4448at33630	Missing
4474at33630	Missing
4608at33630	Missing
5966at33630	Missing
6358at33630	Missing
6380at33630	Missing
6394at33630	Missing
6634at33630	Missing
6842at33630	Missing
6873at33630	Missing
6981at33630	Missing
7372at33630	Missing
7400at33630	Missing
7531at33630	Missing
7667at33630	Missing
7781at33630	Missing
7933at33630	Missing
8103at33630	Missing
8254at33630	Missing
8552at33630	Missing
8867at33630	Missing
9068at33630	Missing
9187at33630	Missing
9188at33630	Missing
9190at33630	Missing
9317at33630	Missing
9451at33630	Missing
9481at33630	Missing
9624at33630	Missing
10327at33630	Missing
10862at33630	Missing
11005at33630	Missing
11130at33630	Missing
11233at33630	Missing
11289at33630	Missing
11404at33630	Missing
11443at33630	Missing
11480at33630	Missing
11591at33630	Missing
12048at33630	Missing
12251at33630	Missing
12352at33630	Missing
12649at33630	Missing
12825at33630	Missing
12963at33630	Missing
13130at33630	Missing
13350at33630	Missing
13697at33630	Missing
13773at33630	Missing
13998at33630	Missing
14036at33630	Missing
14653at33630	Missing
15169at33630	Missing
15419at33630	Missing
15438at33630	Missing
15452at33630	Missing
15502at33630	Missing
15611at33630	Missing
16031at33630	Missing
16291at33630	Missing
16577at33630	Missing
16771at33630	Missing
16788at33630	Missing
16902at33630	Missing
17021at33630	Missing
17571at33630	Missing
17882at33630	Missing
17892at33630	Missing
17911at33630	Missing
17936at33630	Fragmented	NODE_567_length_421_cov_5.672414_g547_i0:52-234	59.6	53	https://www.orthodb.org/v10?query=17936at33630	Inosine-5'-monophosphate dehydrogenase
18258at33630	Missing
18644at33630	Missing
18778at33630	Missing
18799at33630	Missing
18980at33630	Missing
19169at33630	Missing
19235at33630	Missing
19279at33630	Missing
19323at33630	Missing
19946at33630	Missing
20011at33630	Missing
20320at33630	Missing
20963at33630	Missing
21008at33630	Missing
21372at33630	Missing
21382at33630	Missing
21600at33630	Missing
21766at33630	Missing
22490at33630	Missing
22819at33630	Missing
23270at33630	Missing
23437at33630	Missing
23636at33630	Missing
23778at33630	Missing
23919at33630	Missing
24044at33630	Missing
24145at33630	Missing
24274at33630	Missing
24308at33630	Missing
24758at33630	Missing
24978at33630	Missing
25160at33630	Missing
25248at33630	Missing
25265at33630	Missing
25452at33630	Missing
25529at33630	Missing
25715at33630	Missing
26208at33630	Missing
26212at33630	Missing
26624at33630	Missing
26823at33630	Missing
26910at33630	Missing
26940at33630	Missing
27355at33630	Missing
27894at33630	Missing
28117at33630	Missing
28197at33630	Missing
28220at33630	Missing
28301at33630	Missing
28548at33630	Missing
28686at33630	Missing
28957at33630	Missing
29185at33630	Missing
29724at33630	Missing
30104at33630	Missing
30114at33630	Missing
30357at33630	Missing
30424at33630	Missing
30485at33630	Missing
30487at33630	Missing
30539at33630	Missing
30838at33630	Missing
30972at33630	Missing
31798at33630	Missing
32025at33630	Missing
32102at33630	Missing
32382at33630	Missing
32556at33630	Missing
32860at33630	Complete	NODE_180_length_662_cov_9.910017_g160_i0:166-588	167.7	120	https://www.orthodb.org/v10?query=32860at33630	Ribosomal protein L23/L15e core domain superfamily
32936at33630	Missing
32942at33630	Missing
33231at33630	Missing
33452at33630	Missing
33467at33630	Missing
33482at33630	Missing
34124at33630	Missing
35467at33630	Missing
35790at33630	Missing
35793at33630	Missing
37466at33630	Missing
